mz,rt,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,isotopes,adduct
513.1248799,193.7570002,111.3086419,296.3589298,393.5422864,450.0656391,101.2592442,85.36802848,429.6822147,466.1250794,305.1279093,86.85324776,413.110355,975.1974589,482.9298007,366.1529898,503.0873617,344.163553,154.7974688,398.5178087,549.54666,112.6636497,431.3793878,82.54387533,326.1208959,255.0144906,323.3485015,2255.164586,1840.749412,250.4026031,1107.616677,382.0286446,998.5285773,1248.465611,99.59455996,114.5279246,2294.27017,984.4984873,1374.067009,557.5078807,792.2828917,447.2870466,341.7438806,485.9223155,1784.97475,775.8063453,450.142322,121.6026454,959.8660189,749.9551262,128.7836798,510.1046591,,
513.2742903,344.5339975,639.9980747,1888.767738,3296.008956,1996.387052,3271.878093,2850.827795,1783.995239,1348.137247,796.9800001,1485.425404,2424.372971,4198.989656,3116.149327,597.0872352,3527.910166,1622.14322,2834.052686,661.8443111,3399.350891,4059.39601,2646.218996,2647.930127,5624.295465,3492.364277,534.5734665,6402.478348,8986.04138,1308.645758,810.9941658,4556.831965,4751.747518,4147.611605,607.7340481,686.0364219,3060.343863,6892.611019,1472.648538,9598.485558,1747.92575,1455.905389,6449.356799,3748.416554,505.4576845,3895.626055,1929.559378,1481.883772,3298.419068,437.1093492,566.6170689,461.7112998,,
513.4135902,537.0700218,262.0424697,211.1282285,267.8941998,289.2986194,186.5741609,197.2107056,533.3429662,226.7613283,235.6836345,235.3461019,234.2672262,302.3137867,595.1427937,50.87502434,282.915081,330.23508,245.7574469,189.9516871,286.0862878,244.5761687,212.4506641,282.8516156,466.3898173,240.4971453,407.6424988,604.7042442,641.5924976,389.3787685,180.2596882,209.4224419,2338.983123,274.4785501,271.7625969,206.8009545,261.1364519,244.4609399,292.2403491,244.3647343,246.6530376,269.7969964,227.7296281,272.261747,436.7145425,580.5794057,289.0498433,167.5574264,350.0347855,228.932387,235.7133136,85.03594724,,
514.2809279,348.1815098,66.5245019,562.9029505,870.6133075,610.6108889,748.3165312,746.1530469,521.5501092,153.4651818,195.4507082,405.0617356,687.2733236,561.2951704,831.9568191,66.0472973,937.3941522,189.4506814,740.343429,87.54698536,970.7871113,1077.806404,245.7275478,151.3216578,1468.757059,904.2721632,133.2179805,1414.967772,2833.86648,226.8319711,164.7728967,349.2984145,1218.800252,345.723322,171.2225346,204.9729629,898.0692372,2024.239845,172.0714601,2779.9397,319.154548,236.0412472,2831.457856,842.5478931,376.337914,979.6690611,545.035821,380.0768476,414.0994193,105.2190848,153.6805032,87.93643048,,
514.7226468,18.59900005,208.6027624,221.5110062,323.1173191,177.4762598,108.093952,197.5465177,121.2367854,197.6022536,100.4946222,108.661714,109.1917551,145.7453128,93.74212063,187.2135041,243.444216,229.5929706,147.9688073,202.3397419,193.3175965,267.1437765,196.1233067,325.2285511,128.439854,275.1937494,191.6184049,128.6923384,115.6308067,306.0751034,228.1375625,317.71417,99.00417425,187.9870436,236.7755846,124.7275741,90.15297413,202.6432509,257.0819485,74.81151932,218.7469954,234.2948545,192.2259207,208.8849509,102.8575133,169.6719568,130.4842957,64.22243227,190.252169,157.4508594,218.6968136,208.5555177,,
515.2788678,350.5769893,349.8771354,472.1791139,1769.323798,478.2942559,839.9553374,1202.631936,843.2667483,895.5164126,1079.670678,240.7328273,1472.811891,1461.041994,698.5740371,337.8229701,1606.363758,561.1108823,532.0036284,178.5744686,4328.434511,767.1569838,1150.655928,384.9736629,1374.097129,1475.840175,426.035189,785.648647,1485.038584,455.1962184,258.8802927,3009.812518,4543.998916,941.8706342,215.7756845,288.544476,1345.645829,1026.721678,693.9501694,3864.033157,958.9112431,847.5276281,3003.823319,1268.398587,1131.046187,1455.959794,517.3221861,470.6707303,456.6780428,212.9612298,247.2950093,265.2375022,,
515.8926929,556.1855024,797.0850745,1078.733508,378.59093,690.3140162,487.2904351,382.0093527,1021.245668,382.8018905,472.238469,972.2312878,583.8125646,773.7761171,458.7410226,226.176445,685.2922686,395.1751565,1201.916636,830.2253598,723.2616285,1071.786235,1086.372422,687.3524994,348.8839887,1108.781194,1237.42267,603.3303616,262.6701606,1236.610917,314.1315229,1105.902628,139.7019096,573.2201815,718.230726,856.5138762,844.9845652,638.7277542,699.4108142,298.5845667,584.3680635,426.652712,1108.736789,682.5034256,392.5819125,535.7005283,411.2645516,929.9061847,770.4221829,1281.482247,1217.149204,143.4405968,,[M+Na]+ 492.903 [M+H-HCOOH]+ 560.89
516.7343418,17.97300022,244.0179133,265.9613105,233.8776553,190.3351055,208.254766,259.540198,106.0435102,187.4747787,141.0121748,206.8967136,169.9112295,160.9565554,191.4893386,115.9486582,182.735946,194.0079313,280.1368661,205.090942,154.291653,318.3728788,287.9519821,192.4643966,89.09204137,336.7498195,230.6087001,167.8162988,44.7573525,290.8919567,151.234386,220.4366927,92.52654352,281.8316337,180.8929319,177.9778091,140.3407838,228.3168416,210.236668,55.47074683,195.1348412,283.4942948,258.0369587,383.0520435,120.7158708,216.3250069,152.4933683,87.22447653,188.7218912,114.9845621,209.4413677,76.86758373,,
517.2337237,217.5730032,169.9673373,3891.019509,419.1072166,1033.646688,5245.431196,388.7845373,780.4079942,343.2906267,209.4430186,874.5371788,708.9438836,1050.166607,419.9336643,444.0253276,710.1862216,972.2825955,436.5265391,2528.36875,156.0976967,977.3033583,147.3623736,1560.255522,1376.913203,908.6481311,764.774796,64999.30683,2583.015653,288.2878093,2170.349421,24830.83331,70744.27191,3311.275613,888.393899,92.89675197,1016.132646,3507.225791,25047.60818,575.2409705,1323.707274,1345.00844,198.0592193,3791.998151,142088.426,1208.634994,270.8274735,202.4886985,4193.196982,4942.007961,762.5042848,482.7648331,[89][M]+,
518.2393537,218.5089939,114.4221239,1729.861602,131.0032465,270.6161355,1282.170464,136.6182134,835.9710039,104.0809302,53.92883064,257.7052479,203.7968386,388.3363115,131.0555983,99.56789016,244.9390799,293.3212103,146.7383731,664.6597815,91.52166183,247.8731839,78.17743756,191.7324661,359.5146673,213.2348267,205.0859012,17303.97879,12366.00829,105.9399592,540.9514176,6865.195604,17325.44585,14449.81251,252.1155449,79.01652517,323.7782868,1027.393117,6301.32498,218.573849,356.4162461,362.4969198,79.66017018,1029.374782,39533.95195,305.9924624,204.3901027,97.06563463,1140.359754,1288.613625,215.984767,56.6447732,[89][M+1]+,
518.2948302,332.5839901,1333.943014,1553.93931,618.2205253,420.2490676,577.2697025,1411.99793,372.4661157,456.5617801,99.78344153,693.8871317,267.9159117,1053.314817,1122.712061,503.446977,553.4470191,520.7199709,339.8637583,451.4015539,352.2907361,2277.588375,656.6255079,533.0830243,1074.865386,535.3033331,162.3540225,2636.652797,2559.156054,438.4600812,176.5045252,458.1991772,4414.363393,157.7454741,348.9683408,199.9538157,5481.358375,1595.100763,713.8482138,5037.540102,811.3310166,723.4997661,2563.862436,1289.692913,472.9909642,873.6841774,3821.079564,333.7961433,1380.855839,826.0066181,276.2040275,364.5265831,,
518.7435155,18.60600044,144.3958803,171.1951718,116.3367342,127.3290834,157.3622919,182.8290706,166.8655944,115.5727146,153.1434977,157.5745133,159.8465498,124.0427951,125.1810489,141.4326815,170.026836,151.5845845,227.5952359,119.394919,190.2907257,168.5201102,190.1057632,170.0545769,210.4241526,214.335548,141.9674713,121.1313687,69.09183307,171.7794479,239.0314114,138.9089363,81.57548847,155.7680251,257.5565281,165.2276951,135.6293118,154.7741798,136.7593733,66.06821541,105.9457049,149.3932434,176.5080263,265.3500061,125.1660155,126.8647063,127.5877844,113.544018,169.8108925,79.26891896,148.4958501,353.8517479,,[2M+Na]+ 247.879
519.2188279,290.2579897,150.2929041,231.7267067,4987.450279,365.26912,317.507359,144.0446287,182.9286671,1560.738371,122.2927459,139.5304399,5508.844124,1836.496133,4646.756221,3680.555417,2572.98947,787.2911563,222.7533751,7502.071278,5515.444267,132.6846466,351.3407045,1277.860552,382.3547762,1908.054137,1357.270551,106.4571128,294.6604581,676.7328954,478.9309348,3782.729509,86.96134282,5064.468616,423.3296714,2273.650043,3673.549699,1735.811061,492.5361928,307.8106169,1108.10988,3118.530242,683.5891009,2231.313843,465.7584875,3537.565292,4717.046914,176.2801574,4042.893809,5765.87759,131.8855238,3527.325026,,
519.271939,336.5139989,844.0910267,6742.077984,682.6639366,586.5775167,1596.148872,843.0412059,349.0741401,1136.830475,436.3260934,782.3349911,1754.007684,2440.304088,1471.860092,537.8265056,1792.244914,749.3107322,3513.913275,506.0463211,324.5447622,1145.433943,567.8399111,1258.610663,1193.364183,921.8962009,623.5385172,1924.691291,1779.251799,1305.024943,590.894305,441.8571929,2517.290448,937.803989,6730.86784,327.7698793,2557.878514,1179.799649,3947.115025,2369.050795,1508.373229,1950.111144,4225.80479,835.4682729,1891.438463,931.8245612,6002.521005,763.6250108,1002.264188,646.9686764,569.5824911,409.7192728,,
519.2172709,227.378004,126.9606211,3782.055582,1389.826124,3554.281241,854.016227,86.88780167,1583.239773,607.0017441,610.1224075,119.5618172,894.3639364,1167.056653,1005.676213,1360.365253,2872.675837,1015.248374,103.7450655,956.6701482,2124.050078,123.3051431,5136.603716,607.7147147,452.3203777,730.9100275,189.1930294,5027.386562,5873.598826,393.5718173,520.6307394,2362.716866,6372.022774,3365.594895,105.6662894,1631.303959,2508.465497,3068.012983,6729.591429,174.3169016,2023.636998,2107.611824,417.7597073,6631.112718,11903.52995,4636.149991,1624.513023,152.567721,9088.912018,1709.356008,1294.862276,748.5947938,,
520.2223053,290.1969891,68.09565979,42.50346204,1442.657114,67.25571818,61.6919024,84.24582916,55.12013304,434.0234548,77.32526965,70.34397433,1598.744495,569.2961007,1301.220597,1037.930375,796.3704676,200.1335098,77.99586501,2133.885706,1557.825453,96.43627286,158.7318832,392.1218974,118.064903,541.7184656,419.7198601,19.85274631,47.84953387,191.7260869,136.8503463,1098.905604,49.45052919,1480.718277,111.3247621,695.9709112,1084.516468,473.2038742,483.4805415,64.44866955,331.574377,784.4668079,170.0849289,551.2964774,266.4596837,1033.757002,1331.646004,63.35585895,1184.3378,1673.773109,67.42091227,1053.373182,,
520.2789701,226.3960017,370.6302651,1808.108099,422.1687549,1150.133026,2394.63963,122.1710123,608.2778627,235.0966213,704.955539,480.9811822,505.8483861,957.3710654,402.5267213,407.1828567,920.303487,657.535671,199.0339959,1535.034743,648.9066702,1225.994588,1528.273067,258.9084903,388.4063011,505.9557983,350.4971612,14327.93768,2782.16144,175.5287825,691.1192004,6198.851686,17063.99016,1318.525475,291.2117931,482.0491283,1207.815233,1429.150267,6359.428261,796.2954762,893.9723713,854.1647082,198.4614995,2215.473031,22178.93169,2044.775044,460.081502,471.7320341,3911.891847,2384.155215,623.946327,247.6010718,,
520.4379786,521.4889906,1259.555796,1191.385041,898.822254,888.9231922,787.0344659,716.9517682,1320.767208,641.738481,707.043338,1146.869166,776.4373681,1097.028482,801.3800834,103.2009829,1194.676932,716.228798,1155.872155,1435.849164,697.3286811,1344.704372,1656.352616,922.4178618,863.4011937,1399.328449,1221.045846,1061.347083,902.7963951,1320.643374,734.5601427,1446.453084,91.95106671,923.9742179,1194.466155,1524.480518,1159.457001,1231.451029,1126.455142,459.9856474,794.8537834,972.4964928,1278.794993,776.9272799,870.0125626,976.8074832,841.8651121,1240.122865,1083.139295,1618.026196,1350.719296,85.88480227,[90][M]+,
520.9821758,30.55550056,801.9653108,381.9189537,824.3331883,542.9346747,214.0851172,1009.836365,156.5666172,731.8261976,610.3387198,273.6986619,549.4906008,191.2770424,1378.326758,1089.666352,664.3286486,727.6553979,354.7347571,169.8507107,922.8127138,178.8394947,528.3960797,447.3665946,984.9146845,147.7598801,266.1134803,68.39078463,151.5759842,275.0696935,116.5077236,210.078517,1980.183802,254.0986099,205.953086,134.2421991,105.1390599,128.9565489,316.6283201,342.1931885,199.4871829,499.2320027,197.9585373,491.480922,830.5867663,697.2367952,600.7891817,209.6305092,240.0075576,378.1007607,421.2532212,1209.136349,,
521.2368734,328.4460101,815.5449433,2103.081552,1004.936448,676.9145112,1480.362778,334.2969575,634.3042579,798.7552153,1407.490464,342.0762878,1017.662943,2972.225348,582.9219265,621.2655665,496.5132997,1071.003078,1438.357795,1507.466896,335.5889077,374.7679722,1066.861135,555.2795718,325.5233417,1083.744307,306.4227118,769.4633932,444.4915645,590.8272629,209.8414686,392.1923383,500.0280074,236.8652891,569.5341901,197.1244744,623.3404506,429.3320827,1585.130007,1209.077003,1377.887745,768.977578,3019.600915,1016.356091,1768.744917,1321.655297,1461.268595,728.1856168,1023.108166,415.457438,280.7118694,241.1461241,,
521.2357134,213.3169971,154.6390947,1679.961724,162.7316178,824.0170936,212463.1289,234.5540497,304.010611,160.4869462,179.3831307,497.0349074,491.3471702,484.5186684,243.8787929,237.7219292,478.7224755,536.8895324,248.3510252,521.4474373,712.3784693,388.7250485,2040.61823,207.5039302,766.9887268,216.6806041,676.2450066,3806.782268,7238.523885,162.451039,2251.738714,3706.555232,4669.056294,851.0092663,112.9373162,630.6881716,516.3022528,814.7137168,1887.43197,16963.86077,492.9269216,351.7054956,286.8790149,1051.865743,6172.751321,1863.884101,331.1623345,245.7523288,2382.057238,2044.058843,725.6241081,176.4125994,,
521.4279205,520.4750035,494.1901897,452.4157408,329.7700017,341.5480005,301.298127,287.7763261,539.4693161,314.2577202,280.0791557,450.6313883,368.8165806,478.7586667,421.3861432,187.8631339,520.2740376,297.1649803,492.1458465,547.6662837,323.8744318,480.7377682,556.6442073,396.9412529,583.4107918,514.9758555,512.6646864,460.2746291,357.6205974,453.7051748,254.5911991,507.6391002,216.2899491,433.2412203,409.4567812,560.1450014,488.3893316,489.4793441,493.2753345,160.955176,315.824946,430.8039396,486.6919954,462.2776369,211.8160888,420.7954046,504.1534895,510.8862985,442.2655001,611.1851286,488.7353619,206.1060338,[90][M+1]+,
522.5969952,509.3739732,666.3584306,541.6487069,663.878561,648.4049409,543.0050785,442.3287497,606.221989,498.0645024,442.6192362,554.3954423,562.7679832,795.2841532,531.200773,345.9543822,616.6304683,432.468261,559.6049116,594.7512798,661.6193115,633.6195208,681.2838831,615.260582,644.6746412,601.1299682,573.9109904,646.0953199,554.8314873,625.3205015,455.063732,650.9406064,374.0908077,586.8295778,585.3560958,666.0344868,671.394845,653.8282308,717.5154765,312.7628121,552.8415548,845.2317656,562.5467442,627.095702,615.4062848,1399.706313,643.5711154,563.0863495,703.1666517,917.2396418,620.6272654,367.520049,[91][M]+,
522.7340122,17.95800058,100.2311394,201.4905014,169.8760042,138.8338284,134.2466064,127.5077215,285.7438118,147.6301161,208.0868269,99.10213239,146.4477814,205.8850571,83.36513349,175.6929984,153.7175282,137.3025274,201.0982056,179.2625455,183.708312,203.6816375,246.6158618,176.6320204,77.34464768,218.3432702,178.8149698,162.9309368,273.1762804,205.8312835,123.3406438,160.7960897,110.6185071,223.0482028,153.0478849,112.5460063,94.79425007,127.4839809,202.6847187,93.5050194,181.4671878,129.7333182,205.9069273,216.8874503,704.3407508,124.3775332,92.22988648,73.42788662,168.9852801,87.52028644,168.4778884,109.6990767,,[M+Na]+ 499.744
523.238961,273.7979959,507.5223122,442.4388543,632.8329726,747.5670692,283.3482543,352.5826312,218.1380583,742.4802726,354.7278178,257.4709076,308.4741728,669.0208121,792.8276805,258.7158752,265.9874645,411.3305742,1163.300602,451.8341111,494.6258128,907.8009858,380.3230302,437.9288785,235.9829699,478.3315569,284.2510426,2514.031439,1632.111764,266.8528201,477.7588185,1132.69054,2503.372014,853.4316565,7491.645126,189.9055321,781.5603371,1800.17817,1261.53853,752.7431846,531.21978,772.7472807,639.9580757,537.647328,2059.017447,1184.720237,742.7490498,248.2881936,392.2883414,821.1450986,446.6343789,165.9754915,,
523.5975731,508.97,312.3296307,257.6317774,282.3570802,298.501205,272.2062749,181.4588876,287.509268,219.6326782,189.8578145,255.4871763,238.9883676,325.184298,254.8143192,196.9740921,302.456918,215.3664109,287.0714282,278.7129092,278.4616367,298.3415103,319.5570112,300.8235463,308.6284409,268.3038202,282.9179859,327.4535483,229.3359178,272.4829436,201.2080046,289.5518815,218.441047,279.5413121,269.7122329,277.1086327,311.2143026,304.0912673,336.5265196,171.1516675,251.5137726,415.3867151,250.9947567,294.7960503,315.9449778,636.1736964,307.6332639,271.0016669,313.5647645,397.0027262,299.3294381,171.5318584,[91][M+1]+,
524.2516402,302.0879997,544.322739,220.0522748,43.22533438,232.3865328,3387.870719,175.46266,280.0530032,609.5932036,42.21153964,725.9785818,62.3213132,525.2704648,484.835171,149.3579087,152.0801229,181.2048968,249.357603,181.1603124,50.26878985,575.7436409,269.0496692,253.3545973,138.3041945,105.951009,120.8893941,107.9339378,898.5873192,66.71485109,90.94185287,158.211754,148.7099775,1113.799951,1460.042398,51.77265313,706.4016958,474.6142312,344.5188508,283.1326541,398.756593,492.3994896,220.7190373,128.5045293,402.6618398,732.3396668,48.88198893,316.5780974,388.6479281,102.0608362,101.3058941,121.6964834,,
524.7480183,18.76300045,103.0145502,159.7814239,296.5207611,153.816625,167.3197271,187.6009906,135.4966296,125.0432402,216.1532051,119.6501239,112.3753716,121.4202298,114.0198905,183.5607031,206.7988988,130.5000798,151.0129935,154.4435736,174.6585823,199.1357807,182.6189552,214.8554889,225.0473102,173.5935947,157.0389583,89.53553788,118.5509224,149.9504751,255.3304258,200.0873776,90.41257459,150.1690423,222.434397,88.12287606,180.7634816,95.98652433,134.9698853,98.27804964,156.4457984,155.9315903,187.9661998,207.1965388,435.722595,90.81319875,132.129141,85.88848882,137.4980228,106.7628598,147.7384383,302.0191329,,
525.185026,174.0079976,366.6579673,399.31561,200.9140091,281.0125055,523.2164173,330.7148048,213.1158229,323.843933,347.4327558,290.3358146,234.0657731,339.5486481,586.6904312,581.0364931,1005.43112,325.3802423,233.2106787,303.6204656,258.8006501,317.4485532,330.2477516,371.9533291,184.5391592,453.7644505,140.8493805,8183.247854,1702.210957,192.498275,317.7482502,1174.003509,10560.81969,724.7175888,265.2651395,311.05213,783.8888828,1242.0499,878.0129435,1052.82026,748.6258964,341.0913509,582.6664225,706.2707373,2036.535731,375.6274993,386.6912919,180.7724772,415.49599,217.8231816,222.0428503,186.9560887,,
525.2888405,225.2069995,3547.285215,13098.68896,1045.199647,3547.922124,27837.10137,1765.916216,2334.49013,457.5921022,224.676255,5097.617873,4619.342891,9234.056746,1248.360899,467.2833794,2414.195146,6820.268135,1977.654579,14353.74608,1647.986169,13298.03434,555.5728991,2553.106894,5696.516248,3532.534506,3824.033196,195517.8793,14916.34331,772.2552253,14429.82213,84011.15631,154040.7396,2234.884812,6058.373031,268.7153296,5869.699396,5612.883663,76409.36291,10185.56521,5056.907553,5289.042589,920.9038591,6705.529981,407065.1166,11537.02771,690.5920104,5287.589535,24852.17384,24857.41818,4571.35961,278.5334071,[92][M]+,[M+Na]+ 502.291
525.2633074,299.7680134,2756.634429,840.3908459,806.2630112,1367.926614,1441.030827,2244.401541,973.8148315,1837.336145,933.1998256,1641.176867,494.7524568,2823.160006,4271.731742,1578.87406,1394.19698,1628.17812,2149.097148,359.5051067,781.0616139,2857.554778,2241.345419,1821.679859,1257.578784,2076.295027,839.0527501,1766.647568,6164.297046,1679.480068,947.7744087,1310.69656,3179.367269,3702.93854,2351.290265,553.886162,3939.003053,4410.218842,3303.579717,842.623504,2586.349019,1326.857155,4114.253464,1791.58468,3326.040232,1872.602956,2322.790946,929.5280147,2401.316706,964.221497,1319.180701,583.3028332,[93][M]+,
525.3934638,522.6875196,4079.163963,5387.735126,5398.521896,4181.780254,4404.405778,2926.193269,4245.042681,2348.506819,2702.76737,4582.553852,4278.0101,3508.656388,4073.386905,1462.819827,3986.214398,2777.305138,5940.519627,6214.598748,3169.28143,6688.91632,7357.234417,4287.812005,5343.004265,6767.099103,5935.556943,3448.275442,4347.055523,6430.22293,2968.596425,6878.299148,930.9802185,5365.972212,4058.602754,7011.157012,4032.056695,3418.479586,3825.299325,1725.180035,4291.219523,5679.481696,6368.750286,3193.568392,4667.014276,3532.961218,4945.035642,6167.58635,4353.272486,7499.97322,6405.037882,1181.697704,[94][M]+,[M+Na]+ 502.404
526.292174,225.2069995,997.9502387,3385.797194,302.5829748,974.9900278,6875.594807,501.6297632,656.4976499,147.4581239,99.86162864,1311.75394,1246.04768,1960.631744,377.8904626,137.9324093,663.7208256,1817.377849,555.5449091,4257.416064,407.0558143,3301.404423,2223.777052,604.894117,1570.845259,979.6395754,1075.424773,50654.37134,4209.419301,202.3345202,3763.7328,23353.32381,43131.77633,492.4197784,1575.215657,85.79644218,1366.934629,1490.31341,20102.08578,3294.393184,1333.53991,1557.119529,244.3176465,1903.617281,114683.4976,2329.413304,212.0596432,1481.835609,6512.939421,7277.767098,1272.588335,50.27384049,[92][M+1]+,
526.2724532,300.6190104,902.6842228,292.2874309,233.0424329,453.3622394,290.2265069,784.4730925,319.3281964,515.5920788,440.9842295,600.6051238,151.8727808,1190.140272,1470.88032,516.4561476,408.1731621,694.4188289,768.5792236,396.3475459,198.0825505,1019.266035,1521.844756,570.0700852,371.7970043,582.0675904,311.8902988,502.5370977,1844.416504,577.0292889,375.1109424,362.7556748,1097.186187,2384.937964,739.2723984,157.8425242,1640.091428,1213.581982,700.1916927,251.0422305,962.4128138,695.5914025,1333.518429,441.9565288,997.2362867,817.6864421,1162.747852,284.6934664,880.1710879,513.519203,485.6049603,207.8842534,[93][M+1]+,
526.3969639,522.2639845,1490.973066,2004.22161,1946.048126,1473.603648,1596.565425,1127.719455,1523.205843,865.5887277,830.8635142,1631.060092,1590.84126,1310.772845,1430.115469,524.017711,1488.841976,1059.967362,2127.49282,2349.38509,1091.51697,2521.404858,2627.185703,1472.386067,1864.795146,2488.384741,2151.615174,1233.536151,1543.742996,2270.468973,946.8041003,2480.32237,93.87012055,1894.650167,1515.693587,2501.686506,1484.149139,1126.321872,1331.977048,707.9312167,1487.898118,2029.044154,2337.326666,1090.950963,1719.452032,1221.428662,1803.150333,2292.984995,1621.266639,2663.905959,2366.742971,448.8518812,[94][M+1]+,
526.7778973,17.75699974,241.3485465,116.6382773,203.3221735,156.6663455,190.0926559,181.8710016,119.2394672,177.3128056,159.3839979,114.9647692,180.4158042,97.01096912,77.84986118,150.7111996,185.9217919,187.7431792,184.7836429,138.1404052,150.4675034,244.6319147,243.6760533,231.3574658,148.7517933,189.1448975,155.1905805,132.2161083,68.90520933,130.1841781,200.1315746,173.1725973,82.76875771,227.0389212,171.4241182,89.8972927,199.8246668,149.1305086,115.2662983,92.03520587,193.8257474,224.5911029,245.8931178,200.7679221,146.8380076,213.5112994,161.1031678,81.71825661,193.884295,67.23856245,138.3678914,172.7127444,,[M+H+CF3COOH]+ 391.777
527.2284245,298.2379955,585.9684082,1039.546442,1543.692964,1288.302875,11946.35184,924.3295213,1005.685926,1049.093898,1120.093834,582.7625584,1631.086694,2253.769285,2236.868224,1537.748141,2304.449134,1558.502027,1512.410853,1497.600718,1201.456165,1830.423263,2200.728616,1360.354763,1350.160636,2235.157899,517.9000605,2160.997617,4645.833161,1146.637512,554.1308811,2013.249553,676.3425249,2511.097412,1056.916201,1396.772892,2104.931895,4696.214018,1188.787073,2549.086789,2146.819918,2218.930091,1859.946344,2890.197949,2292.628583,3131.396796,1493.047668,825.5880222,2852.518248,1647.215944,1273.813622,655.9012455,,
527.2890678,225.2529972,254.2990146,1015.746616,109.440305,267.4605086,7657.445183,129.5132242,179.5512019,104.2996569,73.22480861,449.1472335,353.7996362,541.4634192,162.1065942,82.47565823,212.0633326,600.6082171,256.255881,999.9476169,104.944747,781.9276084,828.0211126,197.8105524,449.3506883,293.3405834,324.170607,12130.11345,1047.815432,99.94707321,949.1596377,5890.971767,11327.73824,537.3451296,435.2923689,60.21310757,387.9960641,428.9028751,5268.395442,1090.857569,404.7811955,403.6497844,158.2443647,711.2250191,28781.3487,839.8385332,125.31477,392.5191022,1722.171406,1856.480313,385.3882911,75.19322455,[92][M+2]+,
527.3889854,522.212991,493.9507315,655.5759807,573.3217589,475.3927069,434.2769553,336.0207782,525.8432925,325.1398044,349.9122014,555.7355213,453.8709234,452.30522,436.8706185,178.7070556,507.902807,302.6474721,622.9528759,797.9594653,381.9176599,823.4102073,914.2741208,446.5122337,580.1142984,859.6180523,705.584058,488.4154365,507.4075097,718.9719377,330.747712,859.5959221,165.6709797,577.1647258,482.2342867,860.5645053,431.8640323,421.3767306,413.7642993,155.7975306,493.8163365,606.0888988,826.488519,401.3042718,372.3802999,409.4073027,549.0480693,538.0140013,543.0761467,948.137788,813.2552285,112.3679169,,
528.213506,294.9695135,166.827643,745.519851,645.0502773,319.6841483,3429.508456,161.2864535,278.8334969,201.3630712,279.2568894,140.0502256,254.9591401,320.9836003,433.5927695,453.3829106,419.1544909,287.5338386,277.7630974,350.2157287,267.1716875,343.7770137,523.2004253,267.0775511,293.8889203,275.9531071,141.1641555,440.22406,1270.693015,246.9321114,153.9098898,504.300643,178.8554467,862.7199918,525.1802317,399.1880625,713.9907345,1091.704747,120.3562644,602.3919658,450.3838928,512.0982655,3952.682521,695.1440793,777.2093244,824.660403,367.9051994,180.7311682,758.391567,406.4229755,284.15602,182.1707239,,
528.6932454,18.60199965,156.7528374,171.7289736,185.0895328,128.5996553,98.76190255,214.6290035,171.6499599,176.056219,130.5830875,84.42342148,155.9675546,166.7457986,85.04308803,125.8529807,175.5722501,124.9380928,127.1780642,185.4121108,139.7255575,170.3666774,221.650504,120.8288402,69.9018521,228.2607998,159.8165649,147.6831405,270.6197441,187.5862199,92.22235271,180.0429381,86.74589621,148.8669697,142.9088617,89.17776528,82.64904476,140.7820388,137.6125692,214.6912376,161.2502876,237.4774279,158.8501347,178.1772214,312.7916722,203.5053833,188.7537828,49.23482859,240.8386431,103.9625273,138.9246249,156.7681433,,[M+H+HCOOH]+ 481.668
529.2275117,158.9939955,941.6146918,934.4309437,544.5734467,868.9937294,349.24593,417.8342893,94.21402596,1185.515044,685.4057037,603.6548226,539.6968802,1955.934198,1439.510872,1629.519834,1386.22753,856.0323508,2475.283167,1266.578677,373.2895597,845.0993943,3557.762341,612.6018281,160.0084362,1749.490087,562.3234981,2485.459911,2150.403362,941.8543456,553.3006173,706.8012181,5095.016975,1986.489864,1457.690419,121.9157523,1902.483926,2654.507001,2568.314851,3382.116428,1772.948711,2062.244936,2215.972312,924.0215194,384.8837913,1802.759361,1509.610437,1428.252428,196.0311474,596.6280827,674.2485875,645.1754444,,[2M+H]+ 264.109
529.268027,312.9040014,250.0848789,1370.858728,1852.64329,1500.1462,6309.690275,1743.859214,2282.168803,707.8002362,1283.299739,750.785064,4000.34459,2022.461422,1699.565358,282.1435279,2290.935313,689.1486006,3175.277704,2729.837171,1478.540857,3542.832455,1864.971777,1381.079071,4446.722054,4191.105028,382.7282871,5453.659541,4083.374134,780.9943529,481.6555532,1911.028498,2115.596791,2611.383365,1074.109752,318.8430158,4027.040517,2802.686419,967.3911074,5545.281236,873.9400052,421.649218,2788.429439,2972.731943,374.4323392,1974.479244,1309.481984,923.563799,1381.723129,783.5000678,819.2795786,205.566816,[95][M]+,[M+Na]+ 506.283
