mz,rt,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,isotopes,adduct
#,#,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,control,case,case,case,case,case,case,case,case,case,case,case,case,case,case,case,case,case,case,case,case,case,case,case,case,case,#,#
333.3321991,421.0409877,734.32447,652.9269182,1075.958929,1022.661283,923.9592276,930.5780716,748.7519118,1007.44837,1218.06627,582.1205863,850.9701951,813.3525219,918.9181592,1062.364852,887.1755751,994.7887755,613.3373385,323.3141711,978.6839086,558.0917251,524.3574631,1131.388486,1113.643188,581.1135735,594.2041661,1019.899775,1084.012173,565.7348383,940.6964025,554.0268039,801.9676955,1086.493789,917.8960327,414.2018523,611.1220803,750.0927945,869.7306987,851.7407389,942.2308379,1241.390858,574.353757,993.7833332,1090.030817,989.46553,1092.056013,351.658834,980.7812473,451.1431182,612.4327168,1065.912285,[49][M+1]+,
334.1235795,111.1070034,4158.08706,1801.49529,2631.41726,4105.159203,3420.906717,3346.740643,2047.516293,2321.379392,2139.862028,2232.183849,2702.004403,5512.573595,7367.714432,2263.601253,3303.739228,2531.591681,2446.653005,2244.030831,2804.984861,3021.876586,3244.362867,3782.396629,2993.609773,2218.592063,1258.187646,9933.289471,6436.83417,2676.701519,1800.263543,2085.429168,26170.7865,4530.396218,4304.034331,1310.438115,5693.639408,9092.690392,4828.856372,5034.109149,3538.992586,5367.59709,11288.45565,5037.845715,7591.037276,3025.546038,6990.188155,1784.198433,4240.457602,2945.409252,2382.872264,2630.041232,,
334.1999393,301.6789936,1806.191083,1551.689809,1286.896884,3799.775471,1257.675723,1379.276978,552.5053073,875.6840936,601.9877108,1676.906491,1777.421021,397.8725058,1034.702666,1023.405543,1195.546898,2499.406319,2623.127532,459.980784,4477.468329,1116.626967,447.9553836,1614.618802,1590.900399,497.4573593,1862.236822,543.657414,1881.824497,668.7808023,2172.727612,1724.384514,944.8683395,10366.90433,324.1686111,273.4938528,521.8481494,2033.805038,562.7230183,936.3206558,1368.623388,1461.320645,1139.097086,1675.267358,2431.443321,10308.97852,2332.96032,658.4996646,2823.36655,776.6723242,3318.62471,373.9039158,,
334.1178515,155.8029985,501.0398361,498.1333377,160.219628,394.7767916,594.801217,878.1103319,194.0045623,187.5156618,114.0973394,486.0134147,89.64053885,575.171606,298.2915346,404.665883,664.2603939,655.5375792,378.8485398,915.1138484,152.6145779,271.242939,338.6605744,300.5144725,172.1941899,682.7306074,287.2898336,39820.77914,2636.052751,577.4354403,4546.897494,11737.14928,110050.0237,27531.4224,704.7824583,111.7059766,405.0860683,2115.571985,26677.22563,1755.184336,468.4643642,520.5202348,2069.810141,3428.434728,3290.091713,418.2983995,197.7599258,187.8667978,217.4714533,632.5802122,289.1948174,366.9195575,,
334.9516574,25.51449996,830.5643243,542.9889711,998.4130027,707.4055019,439.0740454,1180.070882,359.2448458,853.102305,636.0406118,510.1205025,659.8267628,266.4002548,602.6156523,1221.925682,660.6953772,1148.070046,427.2838566,244.6071572,657.8482409,397.0216938,284.1942815,795.7526922,1411.753369,321.057062,552.6613171,190.5564499,418.1943855,480.1254681,420.7188898,304.6962547,266.9764153,220.7535755,474.8862207,328.4976608,135.4978033,248.7880993,352.6562575,561.1041262,259.155268,473.5328418,265.5614671,731.8859309,308.3676417,439.9875515,343.9164133,403.9521357,397.0733211,187.0155397,600.7977914,1573.37469,,
335.07374,146.9989932,286.9470247,2418.078331,170.3462949,65236.17152,1049.198136,448.0641536,209.6642285,126.8276388,348.2238249,551.9627678,291.2305941,76516.28513,2803.537478,245.5036082,646.1007766,439.9308813,219.3917404,758.5711265,307.9853519,232.8156986,781.026194,489.0761123,165.1458151,496.2051008,436.180779,130897.9827,10351.78627,405.3079367,14863.24655,63621.85155,27157.25094,1290.532789,1100.197039,249.8499766,707.9273427,72989.35528,9066.467125,332.9124278,412.0204208,4970.968659,316.7296449,2916.282275,5965.627149,2734.904036,1949.368288,10614.03707,351.4676108,642.3584629,319.9414299,826.0927198,,
335.1995346,305.2195048,804.577453,701.5587441,737.6788168,1244.733478,1359.771203,706.4329113,376.9822355,811.2452149,596.7435534,839.8688778,713.8933204,1163.265976,1360.81221,2004.152051,1288.83598,2295.571189,1171.016265,826.8005309,1378.420252,1040.824196,877.8062985,1134.321312,550.9107267,1175.058925,529.5393204,646.6085876,1612.7062,563.5467751,628.5050288,751.1055112,1789.573411,2779.691665,604.0614522,256.116791,1147.642982,949.1079898,3628.751889,1197.048224,1364.896802,1377.69079,2177.741201,1101.797335,4383.087148,2974.412561,2345.845589,690.9722167,2713.109391,766.7706377,884.4008147,374.4338101,,
335.0809183,191.2410036,741.3849402,2205.371012,603.1441014,1169.271435,420.1879847,448.1936341,191.3289812,820.7476278,618.6404253,642.7043136,556.3835284,2184.772734,1080.601058,881.3652007,745.4311056,997.3520506,1994.474077,1722.220292,877.2575095,734.9909215,1965.795371,289.1096915,628.3555309,1004.816623,368.5686928,196.2376219,2995.549148,464.1355518,686.9173611,442.0425419,167.6236228,6930.564931,562.5056793,124.7850314,536.6518272,841.4175855,945.2265628,1440.111224,2402.43135,2106.234329,940.8113688,1076.999422,392.469652,1122.759822,848.0246793,668.4260887,580.1199855,184.9150471,812.67784,726.8960471,,
336.1409603,247.91049,72.71724654,353.3729638,1265.011924,1142.989014,146.6214901,59.80434936,965.6065074,639.3678919,205.9812534,69.98190309,631.3870054,1447.974305,387.4550412,421.3249573,878.5634699,666.3699022,119.5981696,284.6546772,2181.285732,107.0301517,764.7593602,139.6250385,260.3852626,604.8121114,104.406806,2994.672027,2939.630207,221.9717541,249.3968146,2651.432456,86.22955086,1819.644826,235.3126757,228.4690618,3534.005568,2808.463972,1273.485783,57.38472916,1185.566908,661.1728799,268.0739624,1910.032312,3537.816496,2580.43111,478.5999477,78.97578049,1192.19947,1044.301072,174.7762532,313.0101062,,
336.2162554,314.736002,4373.75634,4730.76931,3254.819372,4032.072016,3986.464041,2924.978755,1749.590861,4492.220324,1256.428414,3130.219796,3566.627368,6237.080545,7805.443835,4661.491174,9485.684825,7834.376626,4481.711547,1218.599452,5176.616085,7613.401164,4266.205706,4865.629919,4211.981589,3921.848893,1419.390764,9234.897588,10280.71618,2236.577805,1781.352364,1328.250825,7834.903282,4847.07824,2495.057592,658.9249843,6681.53833,5846.517351,10561.54528,12571.65579,4855.120985,3283.99582,5459.340383,12340.20609,8694.040676,8118.313566,5226.650769,2463.521406,7220.979874,3013.625234,1346.083752,1637.120012,[50][M]+,
337.2197625,315.5119939,1222.968716,1299.956599,984.8949946,917.9127147,1362.696146,762.1620264,410.151329,1205.370202,880.6804795,759.6987215,1014.00448,1803.977816,2709.365657,1305.50044,3580.104245,2047.470876,1373.859025,431.2693599,1255.692256,2117.803527,1891.771211,1338.966133,1156.586262,1715.198737,434.2823028,2586.969853,2552.819793,637.4893881,545.3120458,412.1504224,2259.965887,2119.897667,950.3979247,376.8777619,1822.835893,1644.824457,3153.743623,2775.102356,1530.892894,1726.930375,1771.278832,2912.874112,1893.739498,2525.094583,1656.151527,844.4486266,1895.142004,932.1612888,429.868707,645.3375296,[50][M+1]+,
337.1763792,206.785998,669.220456,692.0794091,659.3479872,418.5047786,131.8706437,977.3329214,315.0933056,563.8935279,369.2324926,526.0165826,608.2262272,1016.34731,4265.912397,581.0334776,1010.196304,1724.895581,2047.663954,404.4738129,375.7258475,930.9043234,246.0156611,857.5341838,227.6841737,1966.959192,191.0788531,18252.69084,7360.330546,2116.783242,272.9789881,4475.954419,4674.463671,288.4986293,319.2639558,249.9291018,6071.594249,965.8280479,3462.308262,2433.120406,2108.698455,1597.703125,2995.950202,1095.861933,137.5036921,1362.80414,2318.764011,446.6127917,757.5731154,268.049353,3066.990448,787.415746,,[M+H]+ 336.168
337.1266981,388.6844933,1042.070582,1012.15367,1906.48819,1697.205396,1523.469997,1478.05088,1176.246721,1501.802837,1663.58725,973.4952309,1592.343903,1754.556724,1202.050096,1447.102866,1457.71196,1515.848491,1028.449422,541.0939694,1746.848886,610.6379808,674.3009107,1709.637413,1878.629656,781.9754818,1067.803991,1649.054088,1592.892559,699.6480439,1611.752638,666.3413654,1648.629853,1721.337238,1301.013543,617.344413,5659.549928,1099.898594,1402.212953,1279.616607,1530.540262,2042.8351,678.6722834,1596.839402,1675.663977,1748.708683,1600.811034,548.544457,1736.633331,715.6890118,640.4859044,1577.493672,,
338.2327269,325.7740002,4482.436022,3848.128814,2892.43008,3157.972507,4332.58292,2837.945306,1685.82834,4333.695006,799.9538345,3908.076241,3147.905529,6980.10202,11056.02472,4164.004258,7457.108708,7347.90278,3779.234483,1551.873053,5717.317215,8639.812414,4715.936111,5589.446826,3765.623107,4271.613496,1346.735603,9652.747808,11584.82091,2392.383,1870.189186,1503.715682,13289.14817,4901.851395,2543.085389,742.7478475,9272.876971,7013.867218,11901.23349,18785.52051,5043.889073,4321.1484,10221.31053,12500.50903,6830.83935,7495.353022,9110.985038,2634.829055,6906.592434,5662.470662,1596.592258,2550.848303,[51][M]+,
338.099631,142.2240007,1391.227331,1088.818459,869.1047865,1727.016188,715.3553752,2296.040204,8145.764549,1503.725702,452.1914565,915.2858754,1277.61044,3734.127722,3420.707357,923.8694811,2979.004515,5081.784711,2567.259416,2520.075019,870.387755,1084.851945,2098.712579,1498.32938,644.7982038,1446.954376,504.1623726,4382.40029,100542.6115,1049.04647,1109.231746,4103.674102,7798.665495,2206.914215,518.5241398,337.1870794,4911.583281,3160.00895,1691.602592,2573.985352,1736.567222,2005.426639,2820.774182,1851.926484,972.4740612,2265.911976,3015.909591,2892.90913,1867.910459,1147.668334,2431.478068,6068.562247,,
338.3376149,527.3854962,1071.666802,1033.18311,1161.326218,1269.702224,1057.936136,992.0148088,1058.309384,1147.388995,1140.88405,948.2865449,1066.210335,1320.827084,1055.624865,608.6852781,1670.767253,1030.823928,1067.674612,1043.809718,1218.277752,1345.205311,1370.625632,1263.572766,1107.863147,1395.103786,1075.366448,1308.189771,1102.110838,1414.903768,1033.581649,1395.873367,565.0340058,1261.144527,1401.00174,1103.123267,1345.931777,934.8737261,1367.794073,722.3156471,1089.129361,1267.426275,1434.415332,1234.932565,1036.843623,1550.486298,1057.327564,1162.534127,1397.783942,1469.615956,1485.313974,564.3713157,[52][M]+,
338.8238919,18.62399948,385.1516957,420.9335079,508.3818513,337.7351429,266.6920226,771.0832759,357.165758,440.6760584,531.5992322,389.1643453,472.8214239,982.860338,404.2110641,491.7180205,586.5960066,369.9340988,809.1407568,613.7033485,438.6669902,579.2763068,689.5105496,373.8542771,261.3126378,653.1027726,368.1492744,386.8936204,542.735125,425.5315378,277.4684574,456.4596244,250.6691539,504.8342319,677.4064682,430.1357049,478.8396886,324.3196521,426.789404,283.8881371,350.1776872,846.0261569,526.3750325,751.6854691,318.4077769,870.7665639,984.8968781,232.526812,948.558683,417.1178542,326.3101235,466.3320471,,
339.081643,134.6979976,3252.400287,311.5990842,10366.65697,833.9033112,415.2752674,1209.464416,481.4077011,1779.668885,334.526512,208.5999785,1278.616219,840.2065206,799.3605022,563.4979451,18570.75985,1109.505701,1577.246742,708.2245188,563.7442586,433.6924604,957.9253592,529.7107818,448.4808383,881.8350107,1737.079918,2740.37977,515.8232999,605.6813985,338.6686075,1701.673154,3407.007086,642.9756263,1136.29911,202.8680827,16292.98209,69047.9491,825.5111584,1439.877822,534.3871055,1375.950998,1017.99748,1358.659716,768.0148301,625.7324546,1242.56892,807.1657229,1212.29751,664.8842042,420.3095214,1707.940658,,[M+H]+ 338.075
339.1408629,188.0530071,546.0836455,1346.316997,639.0377794,1125.437372,398.0536119,472.4568988,2460.322815,723.1226485,359.6047361,365.4980369,332.6649056,1441.022959,376.0255402,632.4635891,1126.923484,635.6553699,339.0438667,307.8848053,693.9010122,313.6423417,742.1457685,339.9016727,479.9948173,504.0652563,166.4507027,6668.699339,25270.52643,371.1748131,223.3049963,578.2716824,6171.328885,276.7952118,366.8732793,170.4109977,3015.405869,1848.934187,827.4631459,835.5965976,1089.175268,428.7635117,772.8731179,1051.684045,2330.108605,1113.282213,547.0625717,465.6537075,998.268705,769.0285345,349.6333901,703.4825576,,
339.230797,325.6019862,1265.180858,980.2113196,892.9258897,876.9636977,1734.830174,755.9314792,383.0564571,1138.748004,353.6146785,950.0141931,849.5794305,1754.600229,3148.204816,1239.907281,2836.287607,1845.298931,1087.166764,533.0589338,1423.312367,2761.127287,1349.131683,1528.70109,1303.093885,1729.899776,434.5173397,2496.109286,500.1510608,657.9427855,592.0226764,376.5275684,3245.725383,2127.713012,678.2589769,499.3535457,2352.912745,15093.59632,3158.399785,4710.712756,1499.187796,1495.612972,3365.593217,2674.446104,2845.590933,2558.59392,2069.4129,818.5674743,1803.291774,1389.395102,506.962185,640.5535846,[51][M+1]+,
339.3352194,524.4504958,329.9536949,318.920024,297.3458333,350.2333209,297.0071149,297.1190825,308.7074493,307.6168147,296.0240538,263.3132801,263.157006,412.7990448,324.3343245,208.5982992,444.4465809,294.1837744,352.9283753,317.8816849,323.5616729,413.0414088,432.5296546,403.398633,331.7823234,413.1007329,304.5922543,358.0659009,329.1116895,414.5892144,258.7795828,367.557784,266.8827093,361.8834817,420.6365886,312.2123386,411.1709934,307.0908671,380.3384706,235.0661787,382.2316506,357.9641286,417.990318,304.1726305,325.8017029,449.9335439,328.8376986,344.3232816,402.0691493,450.0015194,416.161914,177.5227116,[52][M+1]+,
340.1026009,88.87600105,144.2004724,155.6640914,300.0495389,440.1217077,104.8110912,170.4739282,187.8144391,1198.730118,572.5930847,106.7292455,1643.967294,1452.20524,3394.449075,1053.856894,682.2436273,280.7686757,6547.306176,3183.854636,1023.683002,168.897835,687.8138713,144.0435534,128.782574,5797.627591,871.8602011,311.6776941,294.4327442,3019.952937,853.8602194,240.7560117,1530.877007,2828.055799,2573.02014,336.1014898,488.3822428,2108.597633,4535.171319,470.8502819,3081.417035,9740.922534,5078.666939,293.2490727,429.1704602,251.3400402,2589.983754,3958.873631,283.3434004,290.2026752,933.4857751,170.8374863,,
340.0772773,137.8630022,878.0231028,433.4053364,1899.729919,535.7885793,379.5814877,411.1711507,402.9119524,907.6827661,530.6406627,267.6353389,761.6259441,967.2290913,5448.92045,569.7680297,3809.689975,1378.908027,1394.356508,1348.887733,548.3133812,619.7293148,928.4068161,391.7018883,285.9253332,1093.436727,574.7967613,1640.449355,1161.596823,753.3058139,571.6619412,423.4655486,1628.387487,774.9095197,1058.922045,435.8127373,3855.265028,10658.35989,343.7225629,473.8365563,385.2597848,2478.561804,2080.284053,529.4039329,754.2717154,1072.410135,1006.891604,224.0693537,491.1816791,676.5880979,499.4197846,855.591081,,
340.1493736,188.912996,820.3732465,2495.638881,628.0739049,1352.654729,1006.989148,645.7485563,622.3505459,1738.234368,774.0327479,782.8358418,1395.979362,5666.565011,8407.864655,1400.86585,2286.377344,4156.279209,5570.200048,2694.961446,1452.527545,2592.237736,3930.905838,2749.947293,384.7469107,6493.216925,975.9098194,7468.29061,11116.17978,2570.631108,1418.629184,625.7810771,17028.40704,6189.194026,2931.139585,837.6561926,6844.177997,3790.531524,6077.350274,4991.817082,12417.77649,8691.903939,11633.20869,3341.217645,1770.443929,2490.1033,3131.423286,3606.976573,1732.950242,1141.872127,1046.061333,1018.932157,,
340.1756033,256.0864928,1274.738676,1172.367258,90.63088489,582.2803677,1985.018278,128.3458458,292.0224326,112.0540942,60.5854664,190.189074,311.9018832,1307.67029,140.3979049,92.21967762,234.2451492,921.5585542,371.7095871,1667.160597,181.9854571,1587.950855,164.0403064,9030.873439,548.2137968,410.7264574,295.5672795,13246.3928,783.8423015,172.8148175,968.0463572,6626.538764,9320.172205,999.3888309,2431.397895,126.9667447,356.414083,3780.308741,4238.341399,1467.247625,297.9209052,1354.660756,141.2341265,321.9488653,45753.09921,555.9612302,104.1894049,2291.838942,3228.15129,2585.515876,312.5340063,51.7086571,,[M+Na+K]2+ 618.401 [M+2Na]2+ 634.375
340.2491082,341.0305022,2304.468187,1971.728181,1472.131145,981.6855785,4782.102989,2473.239913,782.1408129,3303.222683,299.5143236,1263.244994,839.982741,2089.201546,4145.187623,1291.77866,1845.21085,2623.573065,1324.295399,514.6688833,1058.849047,2962.749933,1409.937238,6991.976085,1995.463887,1057.055417,340.7637116,5867.589621,7550.640036,766.4299932,764.1306973,838.9488143,10365.01322,1507.621258,798.4718159,236.7095582,3911.153582,3190.943207,3208.032173,8566.253638,2059.870073,1388.253585,4791.276598,4002.407368,470.5746129,2307.737133,2543.206626,645.560442,1482.7411,867.3159664,622.6789572,1131.765309,,
341.0348091,29.64349994,1637.7198,476.3160919,348.0020695,637.7436098,348.3008416,468.57421,330.7625862,734.7399616,1008.425356,256.2378986,701.8846635,1419.024076,719.0392513,659.0811493,1177.440907,295.380428,868.2625398,409.1188568,753.5834412,471.2440706,801.7134112,261.0814191,297.9314234,457.4534128,440.9077939,488.2208726,2625.064744,1110.059179,545.3729066,377.24753,2057.30672,824.4804546,370.6018129,833.0475297,934.3971642,1219.209388,921.4308524,3032.006514,7902.400988,903.093329,838.0556163,1034.534969,686.8316637,822.4831426,643.2358553,388.6476843,646.6754269,665.296316,441.2443826,542.3579817,,
341.0459119,89.77050062,299.3863534,396.6284365,766.3249903,641.2336963,250.6901123,389.8717378,533.2440903,1038.573299,419.9817914,264.50912,1056.395026,685.2796847,780.7851864,1143.49874,2289.519973,501.334014,1643.71396,960.9633418,682.8942991,1245.575686,447.9208708,188.7832957,476.004081,1455.921898,453.0955329,524.1543835,2962.029332,705.6599673,251.0620229,421.4043181,789.8321255,607.6493525,489.0489585,307.7717175,2320.098296,1226.047725,944.4925344,580.1406413,1337.709876,2233.255504,1179.251458,1527.422281,469.3665753,1449.63904,623.9094959,802.6969018,1929.598532,565.1181697,279.2280779,287.1011804,,[M+K]+ 302.075
341.1223219,292.0390021,1494.675391,872.5856865,808.8954218,1172.563721,2352.621324,747.8793765,229.6265765,990.7737013,260.0715461,700.2795809,535.2191255,1917.413743,1340.086053,668.8642997,1927.372093,1348.066948,1112.409164,454.0471698,1320.750809,2121.489972,3579.162853,1292.222787,1099.399703,1368.027259,515.145751,5188.958228,1401.078952,351.6444058,668.6167884,962.0298329,394.8340858,1262.826199,778.0533478,258.4373265,1047.935175,2263.879651,2231.176657,5145.351265,897.2470928,1745.685187,1123.274267,2392.661364,525.0076944,836.9583427,876.6526308,728.3818862,1755.379376,940.2569652,669.7483317,694.6203728,,
341.1743336,184.1610032,850.2436644,1417.336326,670.2254664,825.4560271,2093.124346,528.6600023,1040.424865,1161.080329,796.4331275,1438.82818,1329.098323,3821.570424,2461.277031,481.5297969,8801.118275,1444.767768,1487.644167,1218.964953,947.3616455,1322.345232,2115.700631,1102.535158,536.823524,1640.421427,495.4409886,32663.55452,6397.816184,1101.913122,2413.774153,15128.28479,46940.19963,29210.0723,1187.267445,383.9055522,6382.393274,4543.819171,7561.235055,3041.252311,4116.74057,2820.225824,3165.00148,3764.754626,11294.83267,2591.16203,800.8512407,963.0627972,1877.317746,1643.59737,739.8620862,566.3467259,,[M+H-CO2]+ 384.158
341.0898329,152.8689975,815.4382683,375.9017757,1871.287069,2390.607203,707.9349356,2278.518481,2407.512968,1418.824151,1712.905479,4296.190687,755.0408019,3928.839722,1185.218095,1843.644926,12207.40623,2619.617103,1184.777459,1486.429047,1519.529222,566.8165251,1402.663874,994.7646082,678.43844,1989.022672,544.5426857,5989.120681,8635.868576,1307.040659,908.7980903,5432.964133,3039.448124,481.5764038,3142.910447,270.9970435,9084.76208,5288.410784,2584.011762,326.5528686,2216.49063,4051.501325,1003.514923,6805.040565,3193.466465,4432.929621,1806.584508,352.6182547,4387.639557,2795.966105,1014.246558,951.0943895,,[3M+Na+2K-H]2+ 194.083
341.2680341,458.7910058,330.6328223,308.6390224,424.6731821,340.0525485,351.4783039,356.8969448,322.542365,349.9374717,415.3597736,442.0834034,359.8840088,368.8379069,413.1188678,388.545493,438.0334016,366.5554713,387.4203154,338.8425941,422.3696995,601.6746732,473.8706038,407.9887834,359.9873453,474.8860026,376.2231512,510.1934944,349.1280964,509.8369291,300.9725492,710.3651602,194.1467554,416.3041883,559.4525376,428.7868214,359.6871343,356.5634899,400.3697267,293.6695607,347.6799666,460.9963063,506.2989421,342.0957198,364.7423375,445.8763941,412.16959,421.5731561,399.1418491,559.7081785,557.3209516,356.401259,,
341.2492181,339.7319993,644.6946597,718.325931,624.643062,403.7864944,1450.333496,754.0134816,287.3173786,901.2538478,422.355801,304.6670266,435.8183211,918.375458,1266.228655,466.7260343,1103.179595,683.1120885,579.9585612,444.2567376,429.7011837,1397.867924,1072.370313,1981.358259,629.0112181,618.7793442,206.938076,1659.788289,1732.41187,319.598168,343.3583231,481.8530302,3336.842248,353.6342765,577.9952229,587.8898687,1512.191901,822.5795669,1089.159649,2698.011864,595.1779419,626.9212289,2866.973187,1360.828681,387.6726066,814.5766285,914.3447788,536.0053041,956.8514751,377.2574513,320.7422756,417.9752831,,
342.2202168,259.610993,3012.720942,1038.532578,3140.086158,793.6292571,3324.154662,2179.392856,635.3010462,851.4673864,378.4268305,850.2501909,1313.290719,2015.307144,4622.726713,1066.596966,2362.920486,1514.934928,920.5797246,510.3863958,1374.197597,3988.041749,2349.787295,3699.182383,1430.141288,1180.715129,320.6312039,1617.801484,4834.712392,569.7428301,1005.368586,690.2658259,13380.07133,2022.013594,482.134509,211.8954491,5280.153677,3394.44326,1850.21849,3853.687894,1499.396958,2090.891431,3786.505038,1327.130413,2043.004525,1494.410649,2436.411264,1092.961525,2494.816197,636.3093323,328.4095948,321.6891775,,
342.1476288,178.8454973,826.1246321,675.5012995,586.0522201,731.7641563,757.1110026,730.6388269,505.6738115,666.9562911,1177.553701,679.5118593,662.5998798,1508.308453,1989.324956,1342.367131,2255.24834,1224.085303,1239.838812,397.2555766,701.6106295,511.13842,766.3442422,6547.663447,423.3263088,891.445635,241.0638182,6702.544068,6533.20345,511.2332747,1141.731737,2817.549726,11246.29098,6266.488741,1033.657269,376.5723465,2417.161096,1908.35418,2551.046843,2842.55265,1584.457792,1464.493858,931.5928467,1268.492984,2417.227792,830.0801783,971.5143775,537.0507126,1658.118961,671.26937,353.016722,586.9478285,,
342.2639246,353.4589905,1984.073903,2214.817066,1405.112855,1172.291794,1913.371593,3459.354759,1283.264275,1421.445136,698.2630923,1686.299926,762.6187005,1888.069644,3870.547664,1339.510679,1657.638862,1971.012851,2222.164768,1058.718244,728.6519132,5071.472748,2337.51768,4808.923065,3503.765036,1646.334886,384.1933389,4647.074784,10469.42539,606.0801193,1079.7362,788.857046,17011.48958,2629.005126,1090.157201,406.4577301,2970.747314,6246.222476,3944.943935,8938.9923,3130.455247,2472.107011,6315.297756,2347.28865,4288.477256,2871.458312,3556.654298,1021.907493,1884.857785,1258.79175,523.1177239,1832.604793,[53][M]+,
343.063792,54.42499884,4864.545846,6225.370428,10121.72073,3298.411444,1057.449861,3574.366411,3783.916224,3656.154442,982.7557755,1249.362958,7154.875725,3087.143712,2293.945947,8663.630795,24885.05404,1070.483428,22743.02062,9549.195975,5866.096705,9563.951532,1962.96948,707.880156,3645.745698,9140.707929,2345.487712,6786.056332,23984.84342,2936.956999,1421.374201,2872.196979,3519.894583,1755.262561,3776.779842,2052.952428,16696.50003,836.3516015,4529.397551,12287.11761,39176.1878,1597.518872,2683.827026,10190.92848,1050.929455,4272.430112,4172.214242,4430.015829,13688.37308,2230.188836,1134.314419,626.3035628,,
343.1032741,140.6059985,3439.696943,2609.014104,746.7852183,1791.27356,1442.435277,1493.998961,941.4314695,1061.122262,823.6533981,1059.598605,1267.514722,4006.602237,3992.766129,1836.115979,372.8082017,2427.003227,3403.82103,973.3415122,2104.690587,4718.215517,1110.902324,2341.493871,1581.077403,1349.692723,1628.07296,5627.995895,6537.520241,3806.281698,1014.124815,475.6091539,2190.186627,3717.402877,1233.344648,241.2123251,2468.08699,4171.662107,10539.44145,18562.50442,1471.577675,4251.811144,3882.651952,4149.514159,2026.677387,5469.437943,3930.053823,1936.267568,1697.701753,1617.926617,1105.886304,746.4139698,,
343.217053,272.0160065,1046.226681,578.0962553,1009.794615,548.584323,1698.389298,785.0834244,404.4923736,348.7467672,407.9810268,332.9737523,783.7275434,1836.609686,2027.386805,265.5291829,510.7859291,889.5212467,2912.611773,630.2345334,255.1392947,2260.063307,995.0888276,739.6008437,509.6127782,833.0106788,279.307959,1559.84606,4554.642586,674.570534,1097.786949,1504.52365,6431.761806,2202.751857,304.3667412,121.825831,2484.832108,1322.148494,3815.524614,9372.014396,390.5238679,986.0966087,2097.067894,1551.014195,270.1650341,1197.587308,2551.99418,229.7084012,667.1431873,231.758314,295.050489,271.3114906,,
343.2643894,353.4229913,548.2084175,572.5773543,480.0292696,444.1332054,1924.265542,928.7016472,370.7252078,441.2370591,327.7782909,427.688273,304.4311435,683.6385752,2607.195551,297.8446217,495.3127065,409.4171224,373.0241715,382.3312032,208.2410533,1306.243621,704.779221,1163.23208,936.8879256,584.5971371,253.4537098,1135.082934,2572.334755,390.9532485,541.0372126,235.4839414,4326.327695,865.5422934,1577.065423,256.638044,807.7699522,2667.4939,1534.132242,2057.320366,946.4882634,6760.836928,2112.947424,566.5905039,1126.044972,767.1497526,1019.039528,336.6886597,728.9196916,839.4863506,310.4360732,671.9659446,[53][M+1]+,
344.0605211,37.91349885,9358.929297,3412.100801,3119.913252,2160.68884,2778.83125,2449.24493,1653.84503,3053.52112,1395.295459,1623.499508,2881.123822,3560.641312,4112.220374,5709.106388,6682.113278,2933.340306,5322.190409,3222.014506,2760.38605,4236.512285,2398.514235,2269.20274,3437.409284,4028.138645,1475.563213,3451.776658,8826.481468,3977.786551,821.9381147,1206.161873,10001.56303,4221.690992,2309.766359,1655.392323,5815.132176,1855.739445,4657.728723,6893.081287,8178.725662,4455.633703,4170.311711,2662.250511,5658.136624,2237.957807,4201.218295,2745.710942,5778.445875,2876.768776,1546.056256,1370.652043,,
344.207196,234.5434966,1536.974243,2242.703864,2841.709678,1782.020745,1418.988468,1585.290685,365.8114686,1736.74026,8587.031686,794.4813589,2212.467884,4404.17176,9308.439689,1689.258202,1797.743936,1960.226456,2305.659339,805.0171579,1661.179417,2269.634455,4408.353684,3276.073683,1717.309434,2326.664851,239.4429988,9664.160397,14228.95057,754.1840855,627.9121885,921.1293936,46704.41608,5787.768197,1694.368618,301.9471289,14445.00574,14602.21156,3536.329548,7677.847093,2862.575697,2245.807865,14787.64304,18021.5963,13251.81925,2809.143829,4180.032815,1093.786044,1224.14822,1140.979828,516.9685397,1753.60585,,
344.2828377,363.107001,316.8473879,272.300988,197.463863,201.0755073,1347.785576,323.3682302,226.9837975,298.8806395,138.2904498,246.9512839,134.2369606,412.6877054,510.8132711,214.4492343,195.1240698,147.4366597,264.6307619,320.7816226,156.8105993,435.4012035,382.2291316,649.3493467,384.8150841,222.5960754,93.89668645,1118.378551,1777.048999,188.5976671,295.9748912,120.6205338,4017.282892,549.0258655,136.6685657,70.79746906,468.2344804,2611.190976,278.6587478,1890.500065,498.4320607,384.8110565,801.9425749,475.0255994,1149.043544,1018.262079,460.4990533,195.6206467,242.2325888,557.0010501,99.23019133,465.8608066,,
